method,seed,final_clean,final_rauc,final_median_r80,rauc_aulc,best_rauc
uniform,30,0.8979492842248618,0.3986966259008781,0.3316009856439167,0.31704133790005895,0.3986966259008781
uniform,31,0.8950272061419309,0.39671211586420596,0.3335325039922493,0.31594257665690106,0.39671211586420596
uniform,32,0.8938906070438798,0.3966328596777947,0.3333925533087685,0.31397188278110333,0.3966328596777947
uniform,33,0.8950036368494229,0.3947136816964262,0.3300280767971622,0.31080473536609343,0.3947136816964262
uniform,34,0.8912017974756281,0.39611542405684846,0.33346925029804264,0.31398435938964087,0.39611542405684846
uniform,35,0.8975144857228519,0.3976391948125162,0.33322299395152866,0.31346952885963997,0.3976391948125162
uniform,36,0.8968508911964562,0.39620801111418663,0.3303888267535082,0.3132164707383039,0.39620801111418663
uniform,37,0.8910469707797186,0.39403476194589715,0.33091928623998734,0.3121408382885055,0.39403476194589715
uniform,38,0.8921491876851442,0.39578816560077223,0.3310034395495468,0.31219130826600183,0.39578816560077223
uniform,39,0.8915409285089569,0.39682556228209354,0.3323246748022628,0.31387296034003,0.39682556228209354
uniform,40,0.8910136544915951,0.39548965048553714,0.33609220844541665,0.3134196111809672,0.39548965048553714
uniform,41,0.894012016546321,0.3957281692098713,0.3313990163834048,0.31150465102168307,0.3957281692098713
uniform,42,0.8957771310553977,0.396984739717981,0.33279162698840364,0.31372690692012367,0.396984739717981
uniform,43,0.8957141275931257,0.39880307913208873,0.3300280496737691,0.3142251470876682,0.39880307913208873
uniform,44,0.8942880195975095,0.3983125649735148,0.33677386818384036,0.3167797565854194,0.3983125649735148
uniform,45,0.89003909506185,0.39503438601396584,0.33247102230320374,0.31298729069394354,0.39503438601396584
uniform,46,0.8913665992989697,0.3979834067049378,0.3341865298573352,0.31397334825417034,0.3979834067049378
uniform,47,0.8923661461675015,0.3962825035034233,0.32883064737009926,0.31373411514952054,0.3962825035034233
uniform,48,0.8920307687765094,0.39637094466258416,0.3325769484908322,0.3139574842684304,0.39637094466258416
uniform,49,0.8899059147893247,0.3987984298305395,0.33415351521544445,0.3160188577306322,0.3987984298305395
uniform,50,0.895915888687515,0.39738550055972344,0.33264929640789426,0.31367377529722396,0.39738550055972344
uniform,51,0.894814716291703,0.3966384228613338,0.334049025805361,0.31345493656691664,0.3966384228613338
uniform,52,0.8943924775305001,0.39831578885206004,0.33412032613945786,0.31505239621441383,0.39831578885206004
uniform,53,0.8872364789053013,0.3960873737834575,0.3361388358744547,0.3127405905880472,0.3960873737834575
